연도,순위,제목,개봉일,관객수,관람등급,줄거리,링크
2015,6,사도,15.09.16,"6,247,745",12세이상관람가,"“잘하자. 자식이 잘 해야 애비가 산다!”재위기간 내내 왕위계승 정통성 논란에 시달린 영조는 학문과 예법에 있어 완벽한 왕이 되기 위해 끊임없는 노력을 기울인다. 뒤늦게 얻은 귀한 아들 세자만은 모두에게 인정받는 왕이 되길 바랐지만 기대와 달리 어긋나는 세자에게 실망하게 된다. “언제부터 나를 세자로 생각하고, 또 자식으로 생각했소!”어린 시절 남다른 총명함으로 아버지 영조의 기쁨이 된 아들. 아버지와 달리 예술과 무예에 뛰어나고 자유분방한 기질을 지닌 사도는 영조의 바람대로 완벽한 세자가 되고 싶었지만 자신의 진심을 몰라주고 다그치기만 하는 아버지를 점점 원망하게 된다. 왕과 세자로 만나아버지와 아들의 연을 잇지 못한 운명,역사상 가장 비극적인 가족사가 시작된다.",https://movie.daum.net/moviedb/main?movieId=85306
2015,7,킹스맨 : 시크릿 에이전트,15.02.11,"6,129,681",청소년관람불가,"세상에서 가장 위험한 면접이 시작된다!높은 IQ, 주니어 체조대회 2년 연속 우승! 그러나 학교 중퇴, 해병대 중도 하차.동네 패싸움에 직장은 가져본 적도 없이 별볼일 없는루저로 낙인 찍혔던 ‘그’가 ‘젠틀맨 스파이’로 전격 스카우트 됐다!전설적 베테랑 요원 해리 하트(콜린 퍼스)는 경찰서에 구치된 에그시(태런 애거튼)를 구제한다. 탁월한 잠재력을 알아본 그는 에그시를 전설적 국제 비밀정보기구 ‘킹스맨’ 면접에 참여시킨다. 아버지 또한 ‘킹스맨’의 촉망 받는 요원이었으나 해리 하트를 살리기 위해 죽었다는 사실을 알게 된 에그시.목숨을 앗아갈 만큼 위험천만한 훈련을 통과해야 하는 킹스맨 후보들. 최종 멤버 발탁을 눈 앞에 둔 에그시는 최고의 악당 발렌타인(사무엘 L. 잭슨)을 마주하게 되는데…<엑스맨: 퍼스트 클래스> 감독과마블 코믹스 인기작가의 만남!스파이 액션의 새로운 시대가 열린다!",https://movie.daum.net/moviedb/main?movieId=81163
2015,8,미션 임파서블: 로그네이션,15.07.30,"6,126,488",15세이상관람가,"시리즈 사상 최악의 위기!역대 가장 불가능한 미션이 시작된다!미국정부로부터 해체 통보를 받게 된 최첨단 첩보기관 IMF(Impossible Mission Force). ‘에단 헌트(톰 크루즈)’를 포함한 팀원들은 모두 뿔뿔이 흩어지게 되고, 정체불명의 테러조직 ‘신디케이트’는 IMF 전멸 작전을 펼친다. 신디케이트에게 납치 당한 ‘에단 헌트’는 의문의 여인 ‘일사(레베카 퍼거슨)’의 도움을 받아 극적 탈출에 성공하고 다시 팀원들을 불러 모은다. 리더 ‘에단 헌트’부터 전략 분석요원 ‘브랜트(제레미 레너)’, IT 전문요원 ‘벤지(사이먼 페그)’, 해킹 전문요원 ‘루터(빙 라메스)’ 그리고 정체를 알 수 없는 ‘일사’까지. 다시 모인 그들은 역대 가장 위협적인 적 신디케이트에 맞서는 불가능한 미션을 펼친다!",https://movie.daum.net/moviedb/main?movieId=79221
2015,9,연평해전,15.06.24,"6,045,353",12세이상관람가,"월드컵의 열기로 뜨거웠던 2002년 6월해군 출신 아버지의 자랑스러운 아들이자, 참수리 357호 정장 ‘윤영하’ 대위. 아내의 든든한 남편이자, 참수리 357호 조타장 ‘한상국’ 하사. 어머니의 하나뿐인 아들이자, 참수리 357호 의무병 ‘박동혁’ 상병참수리 357호 대원들은 실전을 방불케 하는 고된 훈련 속에 서로를 의지하며 가족 같은 존재가 되어간다. 무더운 여름과 함께 월드컵의 함성이 뜨거워지는 가운데, 한국과 터키의 3, 4위전 경기가 열리던 그날 서해 바다 한 가운데에 포성이 울리는데…",https://movie.daum.net/moviedb/main?movieId=76916
2015,10,쥬라기 월드,15.06.11,"5,547,463",12세이상관람가,"살아있는 모든 것을 압도할 그들이 깨어났다!‘쥬라기 공원’이 문을 닫은 지 22년, 유전자 조작으로 탄생한 공룡들을 앞세운 ‘쥬라기 월드’는 지상 최대의 테마파크로 자리잡는다. 하지만 새롭게 태어난 하이브리드 공룡들은 지능과 공격성을 끝없이 진화시키며인간의 통제를 벗어나기 시작하는데…돌아온 공룡의 세상! 인류에게 닥친 최악의 위협!",https://movie.daum.net/moviedb/main?movieId=39483
2015,11,검은 사제들,15.11.05,"5,443,232",15세이상관람가,"2015년 서울뺑소니 교통사고 이후 의문의 증상에 시달리는 한 소녀(박소담). 잦은 돌출 행동으로 교단의 눈 밖에 난 ‘김신부’(김윤석)는 모두의 반대와 의심 속, 소녀를 구하기 위한 자신만의 계획을 준비한다. 이를 위해선 모든 자격에 부합하는 또 한 명의 사제가 필요한 상황, 모두가 기피하는 가운데 신학생인 ‘최부제’(강동원)가 선택되고, 그는 ‘김신부’를 돕는 동시에 감시하라는 미션을 받게 된다. 그리고 마침내 소녀를 구할 수 있는 단 하루의 기회, 김신부와 최부제는 모두의 목숨을 잃을 수도 있는 위험한 예식을 시작하는데…“절대 쳐다보지마. 이제부터 넌 여기 없는 거야”",https://movie.daum.net/moviedb/main?movieId=90783
2015,12,히말라야,15.12.16,"7,759,761",12세이상관람가,"“기다려... 우리가 꼭 데리러 갈게...”해발 8,750 미터 히말라야 에베레스트 데스존인간의 접근을 허락하지 않은 신의 영역 그곳에 우리 동료가 묻혀있다. 산 아래 하나였고, 또 다른 가족이었던 사람들생을 마감한 후배 대원의 시신을 찾기 위해기록도, 명예도, 보상도 없는 가슴 뜨거운 여정을 시작한다. 그 누구도 시도하지 않았던 위대한 도전엄홍길 대장과 휴먼원정대의 감동 실화가 공개된다!",https://movie.daum.net/moviedb/main?movieId=75724
2015,13,인사이드 아웃,15.07.09,"4,971,192",전체관람가,"“괜찮아, 다 잘 될 거야!우리가 행복하게 만들어 줄게”모든 사람의 머릿속에 존재하는 감정 컨트롤 본부. 그곳에서 불철주야 열심히 일하는 기쁨, 슬픔, 버럭, 까칠, 소심 다섯 감정들.이사 후 새로운 환경에 적응해야 하는 ‘라일리’를 위해 그 어느 때 보다 바쁘게 감정의 신호를 보내지만 우연한 실수로 ‘기쁨’과 ‘슬픔’이 본부를 이탈하게 되자 '라일리’의 마음 속에 큰 변화가 찾아온다.'라일리'가 예전의 모습을 되찾기 위해서는 ‘기쁨’과 ‘슬픔’이 본부로 돌아가야만 한다! 그러나 엄청난 기억들이 저장되어 있는 머릿속 세계에서 본부까지 가는 길은 험난하기만 한데… 과연,  ‘라일리’는 다시 행복해질 수 있을까?지금 당신의 머릿속에서 벌어지는 놀라운 일!하루에도 몇번씩 변하는 감정의 비밀이 밝혀진다!",https://movie.daum.net/moviedb/main?movieId=79544
2015,14,마션,15.10.08,"4,887,144",12세이상관람가,"포기란 없다!반드시 지구로 돌아갈 것이다!NASA 아레스3탐사대는 화성을 탐사하던 중 모래폭풍을 만나고 팀원 마크 와트니가 사망했다고 판단, 그를 남기고 떠난다. 극적으로 생존한 마크 와트니는 남은 식량과 기발한 재치로 화성에서 살아남을 방법을 찾으며 자신이 살아있음을 알리려 노력한다.마침내, 자신이 살아있다는 사실을지구에 알리게 된 마크 와트니NASA는 총력을 기울여 마크 와트니를 구출하기 위해 노력하고, 아레스 3 탐사대 또한 그를 구출하기 위해 그들만의 방법을 찾게 되는데……전세계가 바라는 마크 와트니의 지구 귀환!그는 과연 살아 돌아올 수 있을 것인가?",https://movie.daum.net/moviedb/main?movieId=94626
2015,15,조선명탐정 : 사라진 놉의 딸,15.02.11,"3,872,015",12세이상관람가,"우리가 또 나설 차례인가!정조 19년. 한때는 왕의 밀명을 받던 잘나가는 특사였으나 무슨 이유인지 미운 털이 박혀 외딴 섬에 유배되어 버린 조선 제일의 명탐정 김민. 찾아오는 이라곤 지난 날 함께 했던 파트너 서필과 매일 같이 동생을 찾아달라며 오는 어린 소녀뿐이다. 그러던 중 김민은 조선 전역에 불량은괴가 유통되고 있다는 소식을 접하게 되고, 이로 인해 잠자고 있던 탐정 본능이 꿈틀거리기 시작한다. 결국 유배지 이탈이라는 초강수를 두며 불량은괴 유통사건과 행방불명 된 소녀의 동생을 찾기 위해 본격 수사에 착수하게 된다. 사상 최초로 동시에 두 사건 해결에 나선 조선 명탐정 김민과 서필! 그러나 정체를 알 수 없는 미모의 여인 히사코로 인해 명콤비의 수사는 더욱 혼선을 빚게 된다. 과연 이들은 의문의 두 사건을 해결하고, 화려한 옛 영광을 되찾을 수 있을까? 조선 제일의 명탐정 콤비, 김민과 서필이 돌아왔다! “위기의 조선. 우리에게 한번 더 맡겨보시지요!”",https://movie.daum.net/moviedb/main?movieId=86514
2015,16,매드 맥스: 분노의 도로,15.05.14,"3,920,851",15세이상관람가,"“세상이 멸망하면서 누가 미친 건지 알 수 없어졌다. 나인지 이 세상인지..”핵전쟁으로 멸망한 22세기. 얼마 남지 않은 물과 기름을 차지한 독재자 임모탄 조가 살아남은 인류를 지배한다. 한편, 아내와 딸을 잃고 살아남기 위해 사막을 떠돌던 맥스(톰 하디)는 임모탄의 부하들에게 납치되어 노예로 끌려가고, 폭정에 반발한 사령관 퓨리오사(샤를리즈 테론)는 인류 생존의 열쇠를 쥔 임모탄의 여인들을 탈취해 분노의 도로로 폭주한다. 이에 임모탄의 전사들과 신인류 눅스(니콜라스 홀트)는 맥스를 이끌고 퓨리오사의 뒤를 쫓는데...끝내주는 날, 끝내주는 액션이 폭렬한다!",https://movie.daum.net/moviedb/main?movieId=54361
2015,17,인턴,15.09.24,"3,611,166",12세이상관람가,"프라다 입은 악마를 벗어난 '앤 해서웨이',수트 입은 70세 인턴 '로버트 드 니로'를 만나다!창업 1년 반 만에 직원 220명의 성공신화를 이룬 줄스(앤 해서웨이). TPO에 맞는 패션센스, 업무를 위해 사무실에서도 끊임 없는 체력관리, 야근하는 직원 챙겨주고, 고객을 위해 박스포장까지 직접 하는 열정적인 30세 여성 CEO! 한편, 수십 년 직장생활에서 비롯된 노하우와 나이만큼 풍부한 인생경험이 무기인 만능 70세의 벤(로버트 드 니로)을 인턴으로 채용하게 되는데..",https://movie.daum.net/moviedb/main?movieId=94359
2015,18,분노의 질주: 더 세븐,15.04.01,"3,250,439",15세이상관람가,"역대 최강의 멤버 VS 사상 최악의 상대팀을 지키기 위한 그들의 반격이 시작된다!거대 범죄 조직을 소탕한 뒤 전과를 사면 받고, 평범한 일상을 되찾은 도미닉(빈 디젤)과 멤버들.하지만 평화도 잠시, 한(성 강)의 갑작스러운 죽음에 이어, 도미닉의 집이 순식간에 폭파당한다.그들을 차례대로 제거하려는 최악의 상대 데카드 쇼(제이슨 스타뎀)의 등장으로 도미닉은 다시 한 번 역대 최강의 멤버들을 불러모아 숨막히는 반격을 결심하는데…",https://movie.daum.net/moviedb/main?movieId=80723
2015,19,터미네이터 제니시스,15.07.02,"3,240,370",15세이상관람가,"“난 기계도, 인간도 아니야. 그 이상이지”인류의 마지막 희망, 인류 최악의 위협이 되다!인간 저항군의 리더 존 코너의 탄생을 막기 위해 스카이넷은 터미네이터를 과거로 보내고, 이를 저지하기 위해 부하 카일 리스가 뒤를 따른다. 어린 사라 코너와 그녀를 보호하고 있던 T-800은 로봇과의 전쟁을 준비하며 이미 그들을 기다리고 있었다. 시간의 균열로 존 코너 역시 과거로 오지만 그는 나노 터미네이터 T-3000으로 변해있었던 것.. 이제 인류는 인간도 기계도 아닌 그 이상의 초월적인 존재, 사상 최강의 적에 맞서 전쟁을 벌여야만 한다! 마침내, 인류의 운명이 결정된다!",https://movie.daum.net/moviedb/main?movieId=62713
2015,20,스물,15.03.25,"3,044,859",15세이상관람가,"인기만 많은 놈 ‘치호’ 생활력만 강한 놈 ‘동우’ 공부만 잘하는 놈 ‘경재’ 아무것도 하지 않는 잉여의 삶을 지향하는 인기절정의 백수, 만화가가 되겠다는 꿈을 위해 쉴 틈 없이 준비하는 생활력 강한 재수생, 대기업 입사가 목표인 최강 스펙의 엄친아이지만 술만 마시면 돌변하는 새내기 대학생까지인생의 가장 부끄러운 순간을 함께 한 스무살 동갑내기 세 친구의 자체발광 코미디!",https://movie.daum.net/moviedb/main?movieId=85315
2015,21,극비수사,15.06.18,"2,860,786",15세이상관람가,"1978년 부산에서 일어난 실제 이야기한 아이가 유괴된 후, 수사가 시작되고 아이 부모의 특별 요청으로 담당이 된 공길용 형사는 아이를 보호하기 위해 극비 수사를 진행하기로 한다. 한편, 가족들은 유명한 점술집을 돌아다니며 아이의 생사여부를 확인하지만 이미 아이가 죽었다는 절망적인 답만 듣게 되고, 마지막으로 도사 김중산을 찾아간다. “분명히 살아 있습니다”아이의 사주를 풀어보던 김도사는 아직 아이가 살아있고, 보름 째 되는 날 범인으로부터 첫 연락이 온다고 확신한다. 보름째 되는 날, 김도사의 말대로 연락이 오고, 범인이 보낸 단서로 아이가 살아있음을 확신한 공형사는 김도사의 말을 믿게 된다. 하지만 한 달이 지나도록 수사는 진전되지 않고, 모두가 아이의 생사 보다 범인 찾기에 혈안이 된 상황 속에 공형사와 김도사 두 사람만이 아이를 살리기 위한 수사를 계속 진행하는데…“6월, 도사는 예언하고 형사는 움직인다”",https://movie.daum.net/moviedb/main?movieId=85208
